Brand,Model,Processor,RAM,Storage,Display,GPU,Price_BDT,Availability,Source,Product_URL
Lenovo,"Lenovo Legion 5 Gaming 15IRX10 14th Gen Intel Core i9 14900HX 32GB RAM, 1TB SSD 15.1 Inch 2.5K QHD WQXGA OLED Display AI Optimized Eclipse Black Gaming Laptop #83LY006XLK-2Y",Intel Core i9,32GB,1TB SSD,"15.1""",Nvidia RTX 5070 Graphics,316500,In Stock,ryans.com,https://www.ryans.com/lenovo-legion-5-gaming-15irx10-14th-gen-intel-core-i9-14900hx-32gb-ram-gaming-laptop
ASUS,ASUS TUF Gaming F16 FX608JPR Intel Core i7 14650HX 32GB RAM 1TB SSD 16 Inch FHD+ WUXGA Jaeger Gray Gaming Laptop,Intel Core i7,32GB,1TB SSD,"16""",Nvidia RTX 5070 Graphics,318000,In Stock,ryans.com,https://www.ryans.com/asus-tuf-gaming-f16-fx608jpr-14th-gen-intel-core-i7-14650hx-gaming-laptop
Apple,Apple MacBook Pro (Late 2025) Apple M5 (10-Core) Chip 32GB RAM 1TB SSD 14.2 Inch Liquid Retina XDR Display Space Black Laptop,Apple MacBook Pro,32GB,1TB SSD,"14.2""",Apple 10-Core GPU,324000,In Stock,ryans.com,https://www.ryans.com/apple-macbook-pro-late-2025-apple-m5-chip-32gb-ram-laptop
Apple,"Apple MacBook Pro (Late 2025) Apple M5 Chip 32GB RAM, 1TB SSD 14.2 Inch Liquid Retina XDR Display Silver Laptop #MJ3E4xx/A",Apple MacBook Pro,32GB,1TB SSD,"14.2""",Apple 10-Core GPU,324000,In Stock,ryans.com,https://www.ryans.com/apple-macbook-pro-late-2025-apple-m5-chip-32gb-ram-1tb-ssd-laptop
Acer,"Acer Predator Helios Neo 16S AI PHN16S-71 Series 2 Intel Core Ultra 7 255HX 16GB RAM, 1TB SSD 16 Inch 2.5K QHD+ WQXGA OLED Display Copilot & AI Optimized Gaming Laptop",Intel Core Ultra,16GB,1TB SSD,"16""",Nvidia RTX 5070 Graphics,325000,In Stock,ryans.com,https://www.ryans.com/acer-predator-helios-neo-16s-ai-phn16s-71-series-2-intel-core-ultra-7-255hx-16gb-ram-gaming-laptop
Lenovo,Lenovo Legion Pro 5i 16IAX10 Intel Core Ultra 9 275HX 32GB RAM 1TB SSD 16 Inch 2.5K QHD WQXGA Display Eclipse Black Gaming Laptop,Intel Core Ultra,32GB,1TB SSD,"16""",Nvidia RTX 5060 Graphics,325000,In Stock,ryans.com,https://www.ryans.com/lenovo-legion-pro-5i-16iax10-intel-core-ultra-9-275hx-gaming-laptop
ASUS,Asus ROG Strix G16 G614PP AMD Ryzen 9 8940HX 32GB RAM 1TB SSD 16 Inch 2.5K QHD+ Display Eclipse Gray Gaming Laptop,AMD Ryzen 9,32GB,1TB SSD,"16""",Nvidia RTX 5070 Graphics,332000,In Stock,ryans.com,https://www.ryans.com/asus-rog-strix-g16-g614pp-amd-ryzen-9-8940hx-32-gb-gaming-laptop
MSI,MSI Stealth 16 AI A2HWFG Intel Core Ultra 9 285H 32GB RAM 1TB SSD 16 Inch QHD+ Display Copilot & AI Optimized Core Black Gaming Laptop,Intel Core Ultra,32GB,1TB SSD,"16""",Nvidia RTX 5060 Graphics,333000,In Stock,ryans.com,https://www.ryans.com/msi-stealth-16-ai-a2hwfg-intel-core-ultra-9-285h-gaming-laptop
HP,HP OMEN Gaming 16-am0333TX Intel Core i9 14900HX 32GB RAM 1TB SSD 16 Inch 2.5K QHD WQXGA Display Shadow Black Gaming Laptop,Intel Core i9,32GB,1TB SSD,"16""",Nvidia RTX 5070 Graphics,336000,In Stock,ryans.com,https://www.ryans.com/hp-omen-gaming-16-am0333tx-intel-core-i9-14900hx-gaming-laptop
Lenovo,"Lenovo ThinkPad X1 Carbon Gen 13 Intel Core Ultra 7 255H 32GB RAM 1TB SSD, 14 Inch FHD+ WUXGA Display Black Laptop",Intel Core Ultra,32GB,1TB SSD,"14""",Intel Arc 140T  Graphics,337000,In Stock,ryans.com,https://www.ryans.com/lenovo-thinkpad-x1-carbon-gen-13-intel-core-ultra-7-255h-laptop
Acer,"Acer Predator Helios Neo 16S AI PHN16S-71 Series 2 Intel Core Ultra 9 275HX 16GB RAM, 1TB SSD 16 Inch 2.5K QHD+ WQXGA OLED Display Copilot & AI Optimized Abyssal Black Gaming Laptop",Intel Core Ultra,16GB,1TB SSD,"16""",Nvidia RTX 5070 Graphics,340000,In Stock,ryans.com,https://www.ryans.com/acer-predator-helios-neo-16s-ai-phn16s-71-series-2-intel-core-ultra-9-275hx-gaming-laptop
Apple,Apple MacBook Pro (Early 2026) Apple M5 Pro (15-Core) Chip 24GB RAM 1TB SSD 14.2 Inch Liquid Retina XDR Display Space Black Laptop,Apple MacBook Pro,24GB,1TB SSD,"14.2""",Apple 16-Core GPU,355000,In Stock,ryans.com,https://www.ryans.com/apple-macbook-pro-early-2026-apple-m5-pro-chip-laptop
Apple,Apple MacBook Pro (Early 2026) Apple M5 Pro (15-Core) Chip 24GB RAM 1TB SSD 14.2 Inch Liquid Retina XDR Display Silver Laptop,Apple MacBook Pro,24GB,1TB SSD,"14.2""",Apple 16-Core GPU,355000,In Stock,ryans.com,https://www.ryans.com/apple-macbook-pro-early-2026-apple-m5-pro-chip-24gb-ram-laptop
Acer,Acer Predator Helios Neo 16S AI PHN16S-71 Intel Core Ultra 9 275HX 32GB RAM 1TB SSD 16 Inch 2.5K QHD+ WQXGA Display Copilot & AI Optimized Abyssal Black Gaming Laptop,Intel Core Ultra,32GB,1TB SSD,"16""",Nvidia RTX 5070 Graphics,360000,In Stock,ryans.com,https://www.ryans.com/acer-predator-helios-neo-16s-ai-phn16s-71-intel-core-ultra-9-275hx-32gb-ram-laptop
MSI,MSI Stealth 16 AI A2HWGG Intel Core Ultra 9 285H 32GB RAM 1TB SSD 16 Inch QHD+ Display Core Black Gaming Laptop,Intel Core Ultra,32GB,1TB SSD,"16""",Nvidia RTX 5070 Graphics,360000,In Stock,ryans.com,https://www.ryans.com/msi-stealth-16-ai-a2hwgg-intel-core-ultra-9-285h-gaming-laptop
ASUS,ASUS ROG Strix G16 G615LP Intel Core Ultra 9 275HX 32GB RAM 1TB SSD 16 Inch 2.5K QHD+ WQXGA Display Copilot & AI Optimized Volt Green Gaming Laptop,Intel Core Ultra,32GB,1TB SSD,"16""",Nvidia RTX 5070 Graphics,377000,In Stock,ryans.com,https://www.ryans.com/asus-rog-strix-g16-g615lp-gaming-laptop
Apple,Apple MacBook Pro (Early 2026) Apple M5 Pro Chip 24GB RAM 2TB SSD 14.2 Inch Liquid Retina XDR Display Space Black Laptop,Apple MacBook Pro,24GB,2TB SSD,"14.2""",Apple 16-Core GPU,405000,In Stock,ryans.com,https://www.ryans.com/apple-macbook-pro-early-2026-apple-m5-pro-chip-24gb-ram-space-black-laptop
Apple,Apple MacBook Pro (Early 2026) Apple M5 Pro Chip 24GB RAM 2TB SSD 14.2 Inch Liquid Retina XDR Display Silver Laptop,Apple MacBook Pro,24GB,2TB SSD,"14.2""",Apple 16-Core GPU,405000,In Stock,ryans.com,https://www.ryans.com/apple-macbook-pro-early-2026-apple-m5-pro-chip-2tb-ssd-silver-laptop
Apple,Apple MacBook Pro Early 2026 Apple M5 Pro 18-Core Chip 48GB RAM 1TB SSD 14.2 Inch Display Silver Laptop,Apple MacBook Pro,48GB,1TB SSD,"14.2""",Apple 20-Core GPU,410000,In Stock,ryans.com,https://www.ryans.com/apple-macbook-pro-early-2026-apple-m5-pro-laptop
ASUS,Asus ROG Zephyrus G14 GA403WP AMD Ryzen AI 9 HX 370 32GB RAM 2TB SSD 14 Inch 3K OLED WQHD Platinum White Gaming Laptop,AMD Ryzen AI,32GB,2TB SSD,"14""",Nvidia RTX 5070 Graphics,428000,In Stock,ryans.com,https://www.ryans.com/asus-rog-zephyrus-g14-ga403wp-amd-ryzen-ai-9-hx-370-gaming-laptop
Apple,Apple MacBook Pro (Early 2026) Apple M5 Pro (18-Core) Chip 24GB RAM 2TB SSD 14.2 Inch Liquid Retina XDR Display Silver Laptop,Apple MacBook Pro,24GB,2TB SSD,"14.2""",Apple 20-Core GPU,430000,In Stock,ryans.com,https://www.ryans.com/apple-macbook-pro-early-2026-apple-m5-pro-chip-24gb-ram-liquid-retina-laptop
Apple,Apple MacBook Pro (Early 2026) Apple M5 Pro (18-Core) Chip 24GB RAM 2TB SSD 14.2 Inch Liquid Retina XDR Display Space Black Laptop,Apple MacBook Pro,24GB,2TB SSD,"14.2""",Apple 20-Core GPU,430000,In Stock,ryans.com,https://www.ryans.com/apple-macbook-pro-early-2026-apple-m5-pro-18-core-space-black-laptop
MSI,MSI Vector 16 HX AI A2XWIG Series 2 Intel Core Ultra 9 275HX 16GB RAM 1TB SSD 16 Inch QHD+ Display Copilot & AI Optimized Cosmos Gray Gaming Laptop,Intel Core Ultra,16GB,1TB SSD,"16""",Nvidia RTX 5080 Graphics,449900,In Stock,ryans.com,https://www.ryans.com/msi-vector-16-hx-ai-a2xwig-gaming-laptop
ASUS,ASUS Zenbook Duo UX8407AA Core Ultra X7 358H 32GB RAM 1TB SSD Dual 14 Inch 3K Touch OLED Moher Gray Laptop,,32GB,1TB SSD,"14""",Intel Arc B390 Graphics,482900,In Stock,ryans.com,https://www.ryans.com/asus-zenbook-duo-ux8407aa-laptop
Apple,Apple MacBook Pro (Early 2026) Apple M5 Pro Chip 48GB RAM 1TB SSD 16.2 Inch Liquid Retina XDR Display Space Black Laptop,Apple MacBook Pro,48GB,1TB SSD,"16.2""",Apple 20-Core GPU,490000,In Stock,ryans.com,https://www.ryans.com/apple-macbook-pro-early-2026-apple-m5-pro-chip-space-black-laptop
ASUS,Asus ROG Zephyrus G16 GU605CR Series 2 Intel Core Ultra 9 285H 32GB RAM 1TB SSD 16 Inch 2.5K QHD+ WQXGA Display AI Optimized Platinum White Gaming Laptop,Intel Core Ultra,32GB,1TB SSD,"16""",Nvidia RTX 5070 Ti Graphics,490000,In Stock,ryans.com,https://www.ryans.com/asus-rog-zephyrus-g16-gu605cr-series-2-intel-core-ultra-9-285h-gaming-laptop
Apple,Apple MacBook Pro (Early 2026) Apple M5 Pro (18-Core) Chip 48GB RAM 1TB SSD 16.2 Inch Liquid Retina XDR Silver Laptop,Apple MacBook Pro,48GB,1TB SSD,"16.2""",Apple 20-Core GPU,500000,In Stock,ryans.com,https://www.ryans.com/apple-macbook-pro-early-2026-apple-m5-pro-chip-48gb-ram-1tb-ssd-laptop
Apple,Apple MacBook Pro (Early 2026) Apple M5 Max (18-Core) Chip 36GB RAM 2TB SSD 14.2 Inch Liquid Retina XDR Display Space Black Laptop,Apple MacBook Pro,36GB,2TB SSD,"14.2""",Apple 32-Core GPU,560000,In Stock,ryans.com,https://www.ryans.com/apple-macbook-pro-early-2026-apple-m5-max-chip-36gb-ram-liquid-retina-laptop
Apple,Apple MacBook Pro (Early 2026) Apple M5 Max (18-Core) Chip 36GB RAM 2TB SSD 14.2 Inch Liquid Retina XDR Display Silver Laptop,Apple MacBook Pro,36GB,2TB SSD,"14.2""",Apple 32-Core GPU,560000,In Stock,ryans.com,https://www.ryans.com/apple-macbook-pro-early-2026-apple-m5-max-chip-36gb-ram-laptop
Apple,Apple MacBook Pro (Early 2026) Apple M5 Max (18-Core) Chip 36GB RAM 2TB SSD 16.2 Inch Liquid Retina XDR Display Space Black Laptop,Apple MacBook Pro,36GB,2TB SSD,"16.2""",Apple 32-Core GPU,610000,In Stock,ryans.com,https://www.ryans.com/apple-macbook-pro-early-2026-apple-m5-max-chip-36gb-ram-2tb-ssd-liquid-retina-laptop
Apple,Apple MacBook Pro (Early 2026) Apple M5 Max (18-Core) Chip 36GB RAM 2TB SSD 16.2 Inch Liquid Retina XDR Display Silver Laptop,Apple MacBook Pro,36GB,2TB SSD,"16.2""",Apple 32-Core GPU,610000,In Stock,ryans.com,https://www.ryans.com/apple-macbook-pro-early-2026-apple-m5-max-chip-36gb-ram-2tb-ssd-laptop
MSI,MSI Raider 18 HX AI A2XWJG Intel Core Ultra 9 285HX 32GB RAM 2TB SSD 18 Inch 4K UHD+ Display Core Black Gaming Laptop,Intel Core Ultra,32GB,2TB SSD,"18""",Nvidia RTX 5090 Graphics,630000,In Stock,ryans.com,https://www.ryans.com/msi-raider-18-hx-ai-a2xwjg-intel-core-ultra-9-285hx-gaming-laptop
ASUS,ASUS ROG Strix SCAR 18 G835LX Series 2 Intel Core Ultra 9 275HX 64GB RAM 1TB SSD 18 Inch 2.5K QHD+ WQXGA Display Copilot & AI Optimized Off Black Gaming Laptop,Intel Core Ultra,64GB,1TB SSD,"18""",Nvidia RTX 5090 Graphics,649990,In Stock,ryans.com,https://www.ryans.com/asus-rog-strix-scar-18-g835lx-series-2-intel-core-ultra-9-275hx-gaming-laptop
Acer,"Acer Predator Helios 16 AI PH16-73 Series 2 Intel Core Ultra 9 275HX 32GB RAM, 2TB SSD 16 Inch 2.5K QHD+ WQXGA OLED Display Copilot & AI Optimized Abyssal Black Gaming Laptop",Intel Core Ultra,32GB,2TB SSD,"16""",NVIDIA GeForce RTX 5090 Graphics,660000,In Stock,ryans.com,https://www.ryans.com/acer-predator-helios-16-ai-ph16-73-series-2-intel-core-ultra-9-275hx-gaming-laptop
