Brand,Price_BDT,Availability,RAM_GB,SSD_GB,HDD_GB,Total_Storage_GB,CPU_Brand,CPU_GHz,Screen_Size,Screen_Width,Screen_Height,Is_Touchscreen,PPI,GPU_Brand
Walton,27500.0,In Stock,8.0,256,0,256,Intel,1.1,14.0,1920,1080,False,157.3505121487356,Unknown
Lenovo,240000.0,In Stock,24.0,4096,0,4096,AMD,5.1,,0,0,False,,Apple
Microsoft,198000.0,In Stock,16.0,4096,0,4096,Qualcomm,3.8,13.0,2880,1920,True,266.25609418810996,Unknown
Walton,29000.0,In Stock,8.0,256,0,256,Intel,1.1,14.0,1920,1080,False,157.3505121487356,Unknown
Apple,168000.0,In Stock,16.0,256,0,256,Apple,0.0,,2880,1864,False,,Unknown
HP,65990.0,In Stock,8.0,0,0,0,Intel,4.5,15.6,1920,1080,False,141.21199808219862,Unknown
Lenovo,74000.0,In Stock,8.0,4,0,4,AMD,4.3,15.6,1920,1080,False,141.21199808219862,Unknown
Lenovo,85000.0,In Stock,16.0,4,0,4,AMD,4.3,15.6,1920,1080,False,141.21199808219862,Unknown
Lenovo,81000.0,In Stock,16.0,4,0,4,AMD,4.3,15.6,1920,1080,False,141.21199808219862,Unknown
Lenovo,90000.0,In Stock,16.0,512,0,512,AMD,4.5,15.6,1920,1080,False,141.21199808219862,Unknown
Lenovo,90000.0,In Stock,16.0,4,0,4,AMD,4.5,15.6,1920,1080,False,141.21199808219862,Unknown
Walton,46500.0,In Stock,8.0,2280,0,2280,Intel,1.6,15.6,1920,1080,False,141.21199808219862,Unknown
MSI,620000.0,In Stock,64.0,205,0,205,AMD,5.1,,0,0,False,,Nvidia
Lenovo,97000.0,In Stock,16.0,4,0,4,AMD,4.3,14.0,1920,1200,True,161.72539083525606,Unknown
MSI,630000.0,In Stock,32.0,4096,0,4096,Intel,5.5,,0,0,False,,Nvidia
Smart,59500.0,In Stock,8.0,512,0,512,Intel,4.5,15.6,1920,1080,False,141.21199808219862,Unknown
MSI,220000.0,In Stock,16.0,4,0,4,Intel,5.8,,0,0,False,,Nvidia
ASUS,103000.0,In Stock,8.0,4,0,4,Intel,4.6,,0,0,False,,Nvidia
Lenovo,107000.0,In Stock,8.0,0,0,0,Intel,4.3,14.0,1920,1200,False,161.72539083525606,Unknown
Dell,64000.0,In Stock,8.0,0,0,0,Intel,4.7,15.6,0,0,False,0.0,Unknown
MSI,170000.0,In Stock,16.0,4,0,4,Intel,4.9,,0,0,False,,Nvidia
MSI,175000.0,In Stock,16.0,0,0,0,AMD,5.1,,0,0,False,,Nvidia
Lenovo,112000.0,In Stock,8.0,2,0,2,Intel,4.8,14.0,1920,1200,False,161.72539083525606,Unknown
Lenovo,115000.0,In Stock,16.0,4,0,4,AMD,4.8,14.0,1920,1200,False,161.72539083525606,Unknown
ASUS,61500.0,In Stock,8.0,4,0,4,Intel,3.6,15.6,1920,1080,False,141.21199808219862,Unknown
Lenovo,139000.0,In Stock,32.0,512,0,512,AMD,5.0,14.0,1920,1200,False,161.72539083525606,Unknown
ASUS,61500.0,In Stock,8.0,4,0,4,Intel,3.6,15.6,1920,1080,False,141.21199808219862,Unknown
Lenovo,145000.0,In Stock,16.0,4096,0,4096,AMD,4.8,14.0,1920,1200,True,161.72539083525606,Unknown
Lenovo,155000.0,In Stock,16.0,4096,0,4096,AMD,5.1,14.0,1920,1200,True,161.72539083525606,Unknown
Lenovo,155000.0,In Stock,24.0,4,0,4,AMD,5.0,14.0,1920,1200,True,161.72539083525606,Unknown
Lenovo,175000.0,In Stock,32.0,4096,0,4096,AMD,5.0,14.0,1920,1200,True,161.72539083525606,Unknown
Lenovo,101500.0,In Stock,16.0,512,0,512,AMD,4.5,14.0,1920,1200,False,161.72539083525606,Unknown
Lenovo,105000.0,In Stock,16.0,4,0,4,AMD,4.5,14.0,1920,1200,True,161.72539083525606,Unknown
Lenovo,175000.0,In Stock,32.0,4096,0,4096,AMD,5.0,14.0,1920,1200,True,161.72539083525606,Unknown
Acer,45800.0,In Stock,12.0,512,0,512,Intel,1.1,15.6,0,0,False,0.0,Unknown
Acer,71500.0,In Stock,8.0,512,0,512,Intel,3.4,,0,0,False,,Unknown
Acer,74500.0,In Stock,16.0,512,0,512,Intel,3.4,,0,0,False,,Unknown
Acer,74900.0,In Stock,16.0,3,0,3,AMD,4.3,,0,0,False,,Unknown
Dell,76500.0,In Stock,8.0,0,0,0,Intel,4.6,15.6,0,0,False,0.0,Unknown
Acer,84500.0,In Stock,16.0,3,0,3,AMD,4.3,,0,0,False,,Unknown
Acer,79900.0,In Stock,8.0,4,0,4,Intel,3.4,14.0,1920,1080,False,157.3505121487356,Unknown
Acer,122500.0,In Stock,16.0,512,0,512,Intel,4.8,,1920,1080,False,,Nvidia
Acer,146000.0,In Stock,16.0,4096,0,4096,Intel,4.8,14.0,2880,1800,False,242.5880862528841,Unknown
Acer,279900.0,In Stock,16.0,1024,0,1024,Intel,5.2,,0,0,False,,Nvidia
HP,65990.0,In Stock,8.0,0,0,0,Intel,4.5,15.6,1920,1080,False,141.21199808219862,Unknown
HP,71000.0,In Stock,16.0,0,0,0,Intel,4.5,15.6,1920,1080,False,141.21199808219862,Unknown
Acer,285000.0,In Stock,16.0,1024,0,1024,Intel,5.2,,0,0,False,,Nvidia
Acer,325000.0,In Stock,16.0,1024,0,1024,Intel,5.2,,0,0,False,,Nvidia
Acer,340000.0,In Stock,16.0,1024,0,1024,Intel,5.4,,0,0,False,,Nvidia
HP,78500.0,In Stock,8.0,0,0,0,Intel,5.0,15.6,1920,1080,False,141.21199808219862,Unknown
Acer,360000.0,In Stock,32.0,1024,0,1024,Intel,5.4,,0,0,False,,Nvidia
Walton,67500.0,In Stock,8.0,2280,0,2280,Intel,1.8,15.6,1920,1080,False,141.21199808219862,Unknown
Acer,660000.0,In Stock,32.0,2048,0,2048,Intel,5.4,,0,0,False,,Nvidia
HP,78500.0,In Stock,8.0,0,0,0,Intel,5.0,15.6,1920,1080,False,141.21199808219862,Unknown
HP,78500.0,In Stock,8.0,0,0,0,Intel,4.6,15.6,1920,1080,False,141.21199808219862,Unknown
Acer,66000.0,In Stock,8.0,512,0,512,AMD,4.3,15.6,1920,1080,False,141.21199808219862,Unknown
ASUS,78000.0,In Stock,8.0,4,0,4,Intel,5.0,14.0,1920,1080,False,157.3505121487356,Unknown
HP,78500.0,In Stock,8.0,0,0,0,Intel,4.6,15.6,1920,1080,False,141.21199808219862,Unknown
ASUS,78000.0,In Stock,8.0,4,0,4,Intel,5.0,14.0,1920,1080,False,157.3505121487356,Unknown
Acer,76000.0,In Stock,16.0,3,0,3,AMD,4.3,15.6,1920,1080,False,141.21199808219862,Unknown
ASUS,93000.0,In Stock,16.0,3,0,3,AMD,4.3,15.6,1920,1080,False,141.21199808219862,Unknown
HP,80500.0,In Stock,8.0,0,0,0,Intel,5.0,15.6,1920,1080,False,141.21199808219862,Unknown
ASUS,93000.0,In Stock,16.0,512,0,512,AMD,4.3,15.6,1920,1080,False,141.21199808219862,Unknown
HP,94000.0,In Stock,16.0,0,0,0,Intel,5.0,15.6,1920,1080,False,141.21199808219862,Unknown
Dell,95000.0,In Stock,8.0,4,0,4,Intel,3.4,14.0,1920,1080,False,157.3505121487356,Unknown
HP,106500.0,In Stock,8.0,512,0,512,AMD,5.0,,0,0,False,,Nvidia
ASUS,80000.0,In Stock,16.0,3,0,3,AMD,4.3,14.0,1920,1080,False,157.3505121487356,Unknown
HP,106500.0,In Stock,8.0,512,0,512,AMD,5.0,,0,0,False,,Nvidia
HP,110900.0,In Stock,8.0,0,0,0,Intel,4.6,,0,0,False,,Other
HP,110000.0,In Stock,8.0,512,0,512,Other,4.3,14.0,1920,1200,False,161.72539083525606,Unknown
Acer,77500.0,In Stock,16.0,4,0,4,AMD,4.3,15.6,1920,1080,False,141.21199808219862,Unknown
HP,115000.0,In Stock,8.0,512,0,512,Other,4.3,14.0,1920,1200,False,161.72539083525606,Unknown
HP,115000.0,In Stock,8.0,512,0,512,Other,4.5,16.0,1920,1200,False,141.50971698084905,Unknown
HP,122000.0,In Stock,16.0,205,0,205,Other,5.0,14.0,1920,1200,True,161.72539083525606,Unknown
HP,122000.0,In Stock,16.0,205,0,205,Other,4.6,14.0,1920,1200,True,161.72539083525606,Unknown
ASUS,82000.0,In Stock,8.0,4,0,4,Intel,5.0,15.6,1920,1080,False,141.21199808219862,Unknown
HP,137500.0,In Stock,8.0,512,0,512,Other,4.8,16.0,1920,1200,False,141.50971698084905,Unknown
ASUS,80000.0,In Stock,8.0,4,0,4,Intel,5.0,15.6,1920,1080,False,141.21199808219862,Unknown
HP,129500.0,In Stock,8.0,1024,0,1024,AMD,4.7,,0,0,False,,Nvidia
HP,135000.0,In Stock,8.0,512,0,512,Other,4.8,14.0,1920,1200,False,161.72539083525606,Unknown
HP,145000.0,In Stock,16.0,512,0,512,Other,4.3,14.0,1920,1200,False,161.72539083525606,Unknown
HP,209000.0,In Stock,16.0,205,0,205,Intel,5.2,,0,0,False,,Nvidia
HP,229000.0,In Stock,32.0,205,0,205,Intel,5.2,,0,0,False,,Nvidia
HP,229000.0,In Stock,16.0,205,0,205,Other,4.8,14.0,2880,1800,True,242.5880862528841,Unknown
HP,229000.0,In Stock,16.0,205,0,205,Other,4.8,14.0,2880,1800,True,242.5880862528841,Unknown
HP,336000.0,In Stock,32.0,205,0,205,Intel,5.8,,0,0,False,,Nvidia
ASUS,78000.0,In Stock,8.0,4,0,4,Intel,4.7,15.6,1920,1080,False,141.21199808219862,Unknown
ASUS,93000.0,In Stock,16.0,4,0,4,Intel,5.0,14.0,1920,1080,False,157.3505121487356,Unknown
ASUS,93000.0,In Stock,16.0,4,0,4,Intel,5.0,14.0,1920,1080,False,157.3505121487356,Unknown
ASUS,93000.0,In Stock,16.0,4,0,4,Intel,5.0,15.6,1920,1080,False,141.21199808219862,Unknown
ASUS,93000.0,In Stock,16.0,4,0,4,Intel,5.0,15.6,1920,1080,False,141.21199808219862,Unknown
Lenovo,85000.0,In Stock,16.0,4,0,4,Intel,4.6,14.0,1920,1200,False,161.72539083525606,Unknown
ASUS,85000.0,In Stock,8.0,512,0,512,Intel,5.0,14.0,1920,1080,False,157.3505121487356,Unknown
Lenovo,87000.0,In Stock,16.0,4,0,4,Intel,4.6,14.0,1920,1200,False,161.72539083525606,Unknown
Walton,85550.0,In Stock,16.0,3,0,3,Intel,1.3,16.0,2560,1600,False,188.67962264113208,Unknown
Lenovo,88500.0,In Stock,16.0,4,0,4,Intel,4.8,15.3,1920,1200,False,147.98401775775062,Unknown
Lenovo,88500.0,In Stock,16.0,4,0,4,Intel,4.8,14.0,1920,1200,False,161.72539083525606,Unknown
ASUS,88000.0,In Stock,8.0,4,0,4,Intel,5.0,15.6,1920,1080,False,141.21199808219862,Unknown
ASUS,90000.0,In Stock,8.0,4,0,4,Intel,4.9,14.0,1920,1080,False,157.3505121487356,Unknown
Lenovo,92500.0,In Stock,16.0,4096,0,4096,Intel,4.6,14.0,1920,1200,False,161.72539083525606,Unknown
Lenovo,92500.0,In Stock,16.0,4096,0,4096,Intel,4.6,15.3,1920,1200,False,147.98401775775062,Unknown
ASUS,93500.0,In Stock,16.0,4,0,4,Intel,5.0,15.6,1920,1080,False,141.21199808219862,Unknown
Apple,95500.0,In Stock,8.0,256,0,256,Apple,0.0,,2408,1506,False,,Unknown
Apple,113000.0,In Stock,8.0,512,0,512,Apple,0.0,,2408,1506,False,,Unknown
Lenovo,96500.0,In Stock,16.0,4,0,4,Intel,4.8,14.0,1920,1200,False,161.72539083525606,Unknown
ASUS,96500.0,In Stock,16.0,512,0,512,Intel,5.0,15.6,1920,1080,False,141.21199808219862,Unknown
ASUS,96500.0,In Stock,16.0,512,0,512,Intel,5.0,15.6,1920,1080,False,141.21199808219862,Unknown
Lenovo,99500.0,In Stock,16.0,4,0,4,Intel,4.9,14.0,1920,1200,False,161.72539083525606,Unknown
Lenovo,99500.0,In Stock,16.0,4,0,4,Intel,4.9,15.3,1920,1200,False,147.98401775775062,Unknown
ASUS,98000.0,In Stock,16.0,1024,0,1024,Qualcomm,2.97,14.0,1920,1200,False,161.72539083525606,Unknown
ASUS,98000.0,In Stock,16.0,1024,0,1024,Qualcomm,2.97,14.0,1920,1200,False,161.72539083525606,Unknown
Lenovo,100500.0,In Stock,24.0,4,0,4,Intel,4.8,15.3,1920,1200,False,147.98401775775062,Unknown
ASUS,93500.0,In Stock,8.0,4,0,4,Intel,4.5,,1920,1200,False,,Unknown
ASUS,96000.0,In Stock,8.0,4,0,4,Intel,4.5,,1920,1200,False,,Unknown
Lenovo,99000.0,In Stock,12.0,4,0,4,Intel,3.1,,0,0,False,,Nvidia
ASUS,96500.0,In Stock,16.0,512,0,512,Intel,4.8,14.0,1920,1080,False,157.3505121487356,Unknown
ASUS,90000.0,In Stock,8.0,4,0,4,Intel,4.8,15.6,1920,1080,False,141.21199808219862,Unknown
Lenovo,104500.0,In Stock,16.0,4,0,4,Intel,4.6,14.0,1920,1200,False,161.72539083525606,Unknown
ASUS,107000.0,In Stock,8.0,0,0,0,Intel,4.5,16.0,1920,1200,False,141.50971698084905,Unknown
Dell,105500.0,In Stock,16.0,0,0,0,Intel,5.0,15.6,0,0,False,0.0,Unknown
Lenovo,99000.0,In Stock,8.0,512,0,512,Intel,2.4,14.0,1920,1080,False,157.3505121487356,Unknown
ASUS,116000.0,In Stock,16.0,4,0,4,Intel,4.9,14.0,1920,1200,False,161.72539083525606,Unknown
ASUS,116000.0,In Stock,16.0,4,0,4,Intel,4.9,14.0,1920,1200,False,161.72539083525606,Unknown
ASUS,111800.0,In Stock,16.0,4,0,4,Intel,4.9,16.0,1920,1200,False,141.50971698084905,Unknown
ASUS,119000.0,In Stock,16.0,4096,0,4096,AMD,4.9,14.0,1920,1200,False,161.72539083525606,Unknown
Lenovo,110500.0,In Stock,16.0,4,0,4,Intel,4.4,,0,0,False,,Nvidia
ASUS,122000.0,In Stock,16.0,4,0,4,Intel,5.4,14.0,1920,1080,False,157.3505121487356,Unknown
ASUS,110000.0,In Stock,16.0,4,0,4,Intel,5.2,14.0,1920,1080,False,157.3505121487356,Unknown
ASUS,110000.0,In Stock,16.0,4,0,4,Intel,5.2,15.6,1920,1080,False,141.21199808219862,Unknown
Lenovo,112500.0,In Stock,16.0,4096,0,4096,Intel,4.6,14.0,1920,1200,False,161.72539083525606,Unknown
ASUS,118000.0,In Stock,16.0,1024,0,1024,Intel,4.9,14.0,1920,1080,False,157.3505121487356,Unknown
Lenovo,113500.0,In Stock,24.0,4,0,4,Intel,5.2,15.3,1920,1200,False,147.98401775775062,Unknown
ASUS,115000.0,In Stock,16.0,4096,0,4096,Intel,4.9,16.0,1920,1200,False,141.50971698084905,Unknown
ASUS,116000.0,In Stock,16.0,4096,0,4096,Intel,4.9,16.0,1920,1200,False,141.50971698084905,Unknown
ASUS,120500.0,In Stock,16.0,4,0,4,Intel,4.7,15.6,1920,1080,False,141.21199808219862,Unknown
ASUS,118000.0,In Stock,16.0,4,0,4,Intel,4.7,15.6,1920,1080,False,141.21199808219862,Unknown
ASUS,116000.0,In Stock,16.0,4,0,4,AMD,4.5,14.0,1920,1200,False,161.72539083525606,Unknown
Walton,112550.0,In Stock,16.0,4096,0,4096,Intel,1.2,14.0,2880,1800,False,242.5880862528841,Unknown
ASUS,115000.0,In Stock,16.0,4,0,4,Intel,4.9,14.0,1920,1200,False,161.72539083525606,Unknown
ASUS,115800.0,In Stock,8.0,4,0,4,Intel,4.8,,0,0,False,,Other
Lenovo,108000.0,In Stock,16.0,4,0,4,Qualcomm,3.4,14.0,1920,1200,False,161.72539083525606,Unknown
ASUS,158000.0,In Stock,16.0,4,0,4,Intel,4.9,,1920,1200,True,,Unknown
Lenovo,152000.0,In Stock,16.0,4,0,4,Intel,5.1,14.0,1920,1200,True,161.72539083525606,Unknown
Lenovo,143500.0,In Stock,16.0,4,0,4,Intel,4.5,14.0,1920,1200,True,161.72539083525606,Unknown
ASUS,163000.0,In Stock,16.0,4,0,4,AMD,4.5,,1920,1200,False,,Unknown
Lenovo,157000.0,In Stock,16.0,4096,0,4096,Intel,5.1,14.0,1920,1200,True,161.72539083525606,Unknown
Lenovo,160000.0,In Stock,16.0,1024,0,1024,Intel,4.5,,1920,1200,False,,Unknown
ASUS,193000.0,In Stock,16.0,4,0,4,Intel,5.1,,1920,1200,False,,Unknown
Lenovo,160000.0,In Stock,16.0,4,0,4,Intel,4.5,14.0,1920,1200,False,161.72539083525606,Unknown
Lenovo,160000.0,In Stock,16.0,4,0,4,Intel,4.5,14.0,2880,1800,True,242.5880862528841,Unknown
ASUS,182000.0,In Stock,16.0,4096,0,4096,Qualcomm,3.4,,1920,1200,False,,Unknown
ASUS,158000.0,In Stock,16.0,4,0,4,Intel,4.9,,1920,1200,False,,Unknown
Lenovo,195000.0,In Stock,32.0,4,0,4,Intel,4.8,14.0,1920,1200,False,161.72539083525606,Unknown
Lenovo,179000.0,In Stock,32.0,4096,0,4096,Intel,4.5,14.0,2880,1800,True,242.5880862528841,Unknown
ASUS,228000.0,In Stock,16.0,4096,0,4096,Intel,4.8,14.0,2880,1800,False,242.5880862528841,Unknown
ASUS,264000.0,In Stock,32.0,4096,0,4096,AMD,5.0,,2880,1800,False,,Unknown
Lenovo,187000.0,In Stock,16.0,4,0,4,Qualcomm,3.4,14.5,2944,1840,True,239.42793493771242,Unknown
Lenovo,315000.0,In Stock,32.0,4096,0,4096,Intel,4.7,14.0,2880,1800,False,242.5880862528841,Unknown
Lenovo,298000.0,In Stock,32.0,4096,0,4096,Intel,5.4,14.5,3000,1876,True,244.01882931577654,Unknown
Lenovo,280000.0,In Stock,32.0,4096,0,4096,Intel,4.8,14.0,3840,2400,True,323.45078167051213,Unknown
ASUS,476000.0,In Stock,32.0,4096,0,4096,Intel,4.8,14.0,2880,1800,True,242.5880862528841,Unknown
MSI,310000.0,In Stock,32.0,4096,0,4096,Intel,0.0,13.3,2880,1800,False,255.35588026619376,Unknown
Lenovo,137000.0,In Stock,16.0,4,0,4,Intel,4.9,14.0,1920,1200,True,161.72539083525606,Unknown
